"","day","Measure","ParameterGroup","Mean","median","sd","sem"
"183","3days","r-head__Average_Height","VerticalHeight_Analysis_sidePersp",-0.382046642020695,-0.540569164790568,0.301767951320193,0.13495473051656
"184","3days","r-head__Movement","VerticalHeight_Analysis_sidePersp",-1.62412252181304,-1.81706684648402,0.684096159858659,0.305937103318105
"185","3days","r-hip__Average_Height","VerticalHeight_Analysis_sidePersp",-0.108685553379947,-0.144917239754803,0.0820819544863734,0.0367081659915149
"186","3days","r-hip__Movement","VerticalHeight_Analysis_sidePersp",-0.457657824019686,-0.444326026118288,0.145208114498365,0.0649390429805833
"187","3days","r-iliac-crest__Average_Height","VerticalHeight_Analysis_sidePersp",-0.212668590636542,-0.216273281402641,0.113333722677582,0.0506843816100367
"188","3days","r-iliac-crest__Movement","VerticalHeight_Analysis_sidePersp",-0.497461966353011,-0.412910199476758,0.157598351367587,0.0704801253599643
"189","3days","r-shoulder__Average_Height","VerticalHeight_Analysis_sidePersp",-0.63296605307464,-0.63296605307464,NA,NA
"190","3days","r-shoulder__Movement","VerticalHeight_Analysis_sidePersp",-1.56528327017259,-1.56528327017259,NA,NA
"191","3days","r-tail-base__Average_Height","VerticalHeight_Analysis_sidePersp",-0.0564353471993278,0.0159687429512066,0.154583270554146,0.0691317402286626
"192","3days","r-tail-base__Movement","VerticalHeight_Analysis_sidePersp",-0.529316099971403,-0.543072353435362,0.298652000393895,0.133561234899409
"193","3days","r-wrist__Average_Height","VerticalHeight_Analysis_sidePersp",-0.457795773479607,-0.473103841109961,0.258789245806242,0.115734069093732
"194","3days","r-wrist__Movement","VerticalHeight_Analysis_sidePersp",-0.696863533955196,-0.768195080758737,0.255692340157183,0.114349090783492
"195","3days","RB__avg_Angle","Angles_downPersp",49.2712781918656,48.7044633489798,2.99123512711953,1.3377210161849
"196","3days","RB__max_Angle","Angles_downPersp",82.7041134060241,82.1157410072924,2.21307374313266,0.989716665772909
"197","3days","RB__min_Angle","Angles_downPersp",16.1000689521281,15.2845305946119,5.64011818386469,2.52233753205082
"198","3days","RF__avg_Angle","Angles_downPersp",42.0845153562699,41.3144011704707,1.89594210426824,0.847891085309557
"199","3days","RF__max_Angle","Angles_downPersp",65.4705914638596,65.7367061631816,2.88495806678887,1.29019246991526
"200","3days","RF__min_Angle","Angles_downPersp",23.0168626151653,22.6727528328049,1.11273560629024,0.497630491329884
"201","3days","right__back__average","ProtractionRetraction_sidePrsp",-1.96154148510536,-2.18390390535873,1.27752244576896,0.571325406304236
"202","3days","right__back__median","ProtractionRetraction_sidePrsp",-2.2593842512567,-2.23914859483146,1.75757194956551,0.786010070915061
"203","3days","right__back__movement_per_step","moement_per_step_sidePersp",119.997610713254,120.363960228318,7.48108225218014,3.3456416922284
"204","3days","right__back__protraction","ProtractionRetraction_sidePrsp",0.134236518125005,0.306098817239882,1.53550868219168,0.686700358684345
"205","3days","right__back__retraction","ProtractionRetraction_sidePrsp",-2.71545548674289,-2.55712246246242,1.58114399016379,0.707109088844299
"206","3days","right__back__seconds","duration_step_sidePersp",0.346666666666667,0.308333333333333,0.0727915593397415,0.0325533749743743
"207","3days","right__front__average","ProtractionRetraction_sidePrsp",-1.41474993047573,-1.44846165913468,0.720555645462954,0.322242280965281
"208","3days","right__front__median","ProtractionRetraction_sidePrsp",-2.17582077093794,-2.30360832492841,1.2394243217839,0.554287407295075
"209","3days","right__front__protraction","ProtractionRetraction_sidePrsp",1.05111774217377,0.956558586852456,0.311315410962219,0.139224484270961
"210","3days","right__front__retraction","ProtractionRetraction_sidePrsp",-1.23599163203744,-0.547909099896751,1.45985364366289,0.652866396886194
"211","3days","right__front__seconds","duration_step_sidePersp",0.336666666666667,0.308333333333333,0.0737394060187631,0.0329772648956823
