"","full_id","day","mouse","Measure","Value","ParameterGroup"
"754","3days_Mouse_ID2","3days","ID2","right__front__average",-0.975717950433561,"ProtractionRetraction_sidePrsp"
"755","3days_Mouse_ID3","3days","ID3","left__back__average",-0.566404598474517,"ProtractionRetraction_sidePrsp"
"756","3days_Mouse_ID3","3days","ID3","left__front__average",0.596285147757898,"ProtractionRetraction_sidePrsp"
"757","3days_Mouse_ID3","3days","ID3","right__back__average",-2.38594780747564,"ProtractionRetraction_sidePrsp"
"758","3days_Mouse_ID3","3days","ID3","right__front__average",-0.488804432184639,"ProtractionRetraction_sidePrsp"
"759","3days_Mouse_ID4","3days","ID4","left__back__average",-3.69173103900215,"ProtractionRetraction_sidePrsp"
"760","3days_Mouse_ID4","3days","ID4","left__front__average",-2.39762029200612,"ProtractionRetraction_sidePrsp"
"761","3days_Mouse_ID4","3days","ID4","right__back__average",-1.62712362419275,"ProtractionRetraction_sidePrsp"
"762","3days_Mouse_ID4","3days","ID4","right__front__average",-2.34439689466394,"ProtractionRetraction_sidePrsp"
"763","3days_Mouse_ID5","3days","ID5","left__back__average",-1.56715038165809,"ProtractionRetraction_sidePrsp"
"764","3days_Mouse_ID5","3days","ID5","left__front__average",-0.460550023829318,"ProtractionRetraction_sidePrsp"
"765","3days_Mouse_ID5","3days","ID5","right__back__average",-0.0534996419498394,"ProtractionRetraction_sidePrsp"
"766","3days_Mouse_ID5","3days","ID5","right__front__average",-1.44846165913468,"ProtractionRetraction_sidePrsp"
"767","0days_Mouse_ID1","0days","ID1","left__back__median",0.328544475260967,"ProtractionRetraction_sidePrsp"
"768","0days_Mouse_ID1","0days","ID1","left__front__median",0.05804946876684,"ProtractionRetraction_sidePrsp"
"769","0days_Mouse_ID1","0days","ID1","right__back__median",-2.68765538985525,"ProtractionRetraction_sidePrsp"
"770","0days_Mouse_ID1","0days","ID1","right__front__median",0.0554177024251239,"ProtractionRetraction_sidePrsp"
"771","0days_Mouse_ID2","0days","ID2","left__back__median",-4.9871210607831,"ProtractionRetraction_sidePrsp"
"772","0days_Mouse_ID2","0days","ID2","left__front__median",-1.30668463840429,"ProtractionRetraction_sidePrsp"
"773","0days_Mouse_ID2","0days","ID2","right__back__median",-3.52186612494385,"ProtractionRetraction_sidePrsp"
"774","0days_Mouse_ID2","0days","ID2","right__front__median",-0.419765775439268,"ProtractionRetraction_sidePrsp"
"775","0days_Mouse_ID3","0days","ID3","left__back__median",1.27430929538184,"ProtractionRetraction_sidePrsp"
"776","0days_Mouse_ID3","0days","ID3","left__front__median",2.19971917608189,"ProtractionRetraction_sidePrsp"
"777","0days_Mouse_ID3","0days","ID3","right__back__median",1.95524279682779,"ProtractionRetraction_sidePrsp"
"778","0days_Mouse_ID3","0days","ID3","right__front__median",-0.508647569865771,"ProtractionRetraction_sidePrsp"
"779","0days_Mouse_ID4","0days","ID4","left__back__median",-0.626681131137817,"ProtractionRetraction_sidePrsp"
"780","0days_Mouse_ID4","0days","ID4","left__front__median",-0.05804946876684,"ProtractionRetraction_sidePrsp"
"781","0days_Mouse_ID4","0days","ID4","right__back__median",-0.10945008289626,"ProtractionRetraction_sidePrsp"
"782","0days_Mouse_ID4","0days","ID4","right__front__median",1.27042082388364,"ProtractionRetraction_sidePrsp"
"783","0days_Mouse_ID5","0days","ID5","left__back__median",0.507005722754597,"ProtractionRetraction_sidePrsp"
"784","0days_Mouse_ID5","0days","ID5","left__front__median",-0.28978066086435,"ProtractionRetraction_sidePrsp"
"785","0days_Mouse_ID5","0days","ID5","right__back__median",0.10945008289626,"ProtractionRetraction_sidePrsp"
"786","0days_Mouse_ID5","0days","ID5","right__front__median",-0.0554177024251239,"ProtractionRetraction_sidePrsp"
"787","0days_Mouse_ID6","0days","ID6","left__back__median",-0.328544475260967,"ProtractionRetraction_sidePrsp"
"788","0days_Mouse_ID6","0days","ID6","left__front__median",1.45963399122709,"ProtractionRetraction_sidePrsp"
"789","0days_Mouse_ID6","0days","ID6","right__back__median",4.17579938936637,"ProtractionRetraction_sidePrsp"
"790","0days_Mouse_ID6","0days","ID6","right__front__median",0.908129660002137,"ProtractionRetraction_sidePrsp"
"791","3days_Mouse_ID1","3days","ID1","left__back__median",-4.08408155206645,"ProtractionRetraction_sidePrsp"
"792","3days_Mouse_ID1","3days","ID1","left__front__median",-0.397777112485971,"ProtractionRetraction_sidePrsp"
"793","3days_Mouse_ID1","3days","ID1","right__back__median",-5.02280581556787,"ProtractionRetraction_sidePrsp"
"794","3days_Mouse_ID1","3days","ID1","right__front__median",-2.30360832492841,"ProtractionRetraction_sidePrsp"
"795","3days_Mouse_ID2","3days","ID2","left__back__median",-0.0380348930421838,"ProtractionRetraction_sidePrsp"
"796","3days_Mouse_ID2","3days","ID2","left__front__median",-0.706523384253896,"ProtractionRetraction_sidePrsp"
"797","3days_Mouse_ID2","3days","ID2","right__back__median",-2.23914859483146,"ProtractionRetraction_sidePrsp"
"798","3days_Mouse_ID2","3days","ID2","right__front__median",-1.27801971442433,"ProtractionRetraction_sidePrsp"
"799","3days_Mouse_ID3","3days","ID3","left__back__median",-1.51234378716876,"ProtractionRetraction_sidePrsp"
"800","3days_Mouse_ID3","3days","ID3","left__front__median",-0.460898744274669,"ProtractionRetraction_sidePrsp"
"801","3days_Mouse_ID3","3days","ID3","right__back__median",-2.46576075893401,"ProtractionRetraction_sidePrsp"
"802","3days_Mouse_ID3","3days","ID3","right__front__median",-0.631732766090045,"ProtractionRetraction_sidePrsp"
"803","3days_Mouse_ID4","3days","ID4","left__back__median",-5.29194489819922,"ProtractionRetraction_sidePrsp"
"804","3days_Mouse_ID4","3days","ID4","left__front__median",-2.13869144064978,"ProtractionRetraction_sidePrsp"
"805","3days_Mouse_ID4","3days","ID4","right__back__median",-1.18881704813993,"ProtractionRetraction_sidePrsp"
"806","3days_Mouse_ID4","3days","ID4","right__front__median",-3.69382411275831,"ProtractionRetraction_sidePrsp"
"807","3days_Mouse_ID5","3days","ID5","left__back__median",-2.28609909175792,"ProtractionRetraction_sidePrsp"
"808","3days_Mouse_ID5","3days","ID5","left__front__median",-0.454747138165835,"ProtractionRetraction_sidePrsp"
"809","3days_Mouse_ID5","3days","ID5","right__back__median",-0.380389038810247,"ProtractionRetraction_sidePrsp"
"810","3days_Mouse_ID5","3days","ID5","right__front__median",-2.97191893648861,"ProtractionRetraction_sidePrsp"
"811","0days_Mouse_ID1","0days","ID1","max_Angle__left__back__hip_ankle_toe",96.2000044423764,"angles_horizontal_sidePersp"
"812","0days_Mouse_ID1","0days","ID1","max_Angle__left__back__iliac_hip_ankle",100.515586754668,"angles_horizontal_sidePersp"
"813","0days_Mouse_ID1","0days","ID1","max_Angle__right__back__hip_ankle_toe",94.7718771581224,"angles_horizontal_sidePersp"
"814","0days_Mouse_ID1","0days","ID1","max_Angle__right__back__iliac_hip_ankle",118.33198787719,"angles_horizontal_sidePersp"
"815","0days_Mouse_ID1","0days","ID1","max_Angle__left__front__ellbow_wrist_toetip",97.7245141205619,"angles_horizontal_sidePersp"
"816","0days_Mouse_ID1","0days","ID1","max_Angle__left__front__shoulder_ellbow_wrist",79.1516523910851,"angles_horizontal_sidePersp"
"817","0days_Mouse_ID1","0days","ID1","max_Angle__right__front__ellbow_wrist_toetip",99.0973008512844,"angles_horizontal_sidePersp"
"818","0days_Mouse_ID1","0days","ID1","max_Angle__right__front__shoulder_ellbow_wrist",92.410360059076,"angles_horizontal_sidePersp"
"819","3days_Mouse_ID1","3days","ID1","max_Angle__left__back__hip_ankle_toe",46.6199148215129,"angles_horizontal_sidePersp"
"820","3days_Mouse_ID1","3days","ID1","max_Angle__left__back__iliac_hip_ankle",120.879504601083,"angles_horizontal_sidePersp"
"821","3days_Mouse_ID1","3days","ID1","max_Angle__right__back__hip_ankle_toe",54.3993089372,"angles_horizontal_sidePersp"
"822","3days_Mouse_ID1","3days","ID1","max_Angle__right__back__iliac_hip_ankle",117.797761375198,"angles_horizontal_sidePersp"
"823","3days_Mouse_ID1","3days","ID1","max_Angle__left__front__ellbow_wrist_toetip",83.8529577435239,"angles_horizontal_sidePersp"
"824","3days_Mouse_ID1","3days","ID1","max_Angle__left__front__shoulder_ellbow_wrist",77.5480186757205,"angles_horizontal_sidePersp"
"825","3days_Mouse_ID1","3days","ID1","max_Angle__right__front__ellbow_wrist_toetip",73.3652968528046,"angles_horizontal_sidePersp"
"826","3days_Mouse_ID1","3days","ID1","max_Angle__right__front__shoulder_ellbow_wrist",90.4184324735957,"angles_horizontal_sidePersp"
"827","0days_Mouse_ID2","0days","ID2","max_Angle__left__back__hip_ankle_toe",56.3885745790578,"angles_horizontal_sidePersp"
"828","0days_Mouse_ID2","0days","ID2","max_Angle__left__back__iliac_hip_ankle",122.075462094333,"angles_horizontal_sidePersp"
"829","0days_Mouse_ID2","0days","ID2","max_Angle__right__back__hip_ankle_toe",73.7983357202168,"angles_horizontal_sidePersp"
"830","0days_Mouse_ID2","0days","ID2","max_Angle__right__back__iliac_hip_ankle",111.023507578663,"angles_horizontal_sidePersp"
"831","0days_Mouse_ID2","0days","ID2","max_Angle__left__front__ellbow_wrist_toetip",91.4106472486697,"angles_horizontal_sidePersp"
"832","0days_Mouse_ID2","0days","ID2","max_Angle__left__front__shoulder_ellbow_wrist",76.0612372077103,"angles_horizontal_sidePersp"
"833","0days_Mouse_ID2","0days","ID2","max_Angle__right__front__ellbow_wrist_toetip",92.8912373386281,"angles_horizontal_sidePersp"
"834","0days_Mouse_ID2","0days","ID2","max_Angle__right__front__shoulder_ellbow_wrist",86.1450451200405,"angles_horizontal_sidePersp"
"835","3days_Mouse_ID2","3days","ID2","max_Angle__left__back__hip_ankle_toe",96.1724060729576,"angles_horizontal_sidePersp"
"836","3days_Mouse_ID2","3days","ID2","max_Angle__left__back__iliac_hip_ankle",108.129550105458,"angles_horizontal_sidePersp"
"837","3days_Mouse_ID2","3days","ID2","max_Angle__right__back__hip_ankle_toe",80.366103714979,"angles_horizontal_sidePersp"
"838","3days_Mouse_ID2","3days","ID2","max_Angle__right__back__iliac_hip_ankle",121.323553661518,"angles_horizontal_sidePersp"
"839","3days_Mouse_ID2","3days","ID2","max_Angle__left__front__ellbow_wrist_toetip",98.0261753437154,"angles_horizontal_sidePersp"
"840","3days_Mouse_ID2","3days","ID2","max_Angle__left__front__shoulder_ellbow_wrist",87.3652509273844,"angles_horizontal_sidePersp"
"841","3days_Mouse_ID2","3days","ID2","max_Angle__right__front__ellbow_wrist_toetip",87.0810228429525,"angles_horizontal_sidePersp"
"842","3days_Mouse_ID2","3days","ID2","max_Angle__right__front__shoulder_ellbow_wrist",93.4476423152102,"angles_horizontal_sidePersp"
"843","0days_Mouse_ID3","0days","ID3","max_Angle__left__back__hip_ankle_toe",93.2176423399162,"angles_horizontal_sidePersp"
"844","0days_Mouse_ID3","0days","ID3","max_Angle__left__back__iliac_hip_ankle",120.608537638064,"angles_horizontal_sidePersp"
"845","0days_Mouse_ID3","0days","ID3","max_Angle__right__back__hip_ankle_toe",87.4483944097085,"angles_horizontal_sidePersp"
"846","0days_Mouse_ID3","0days","ID3","max_Angle__right__back__iliac_hip_ankle",124.350233361465,"angles_horizontal_sidePersp"
"847","0days_Mouse_ID3","0days","ID3","max_Angle__left__front__ellbow_wrist_toetip",111.325265141829,"angles_horizontal_sidePersp"
"848","0days_Mouse_ID3","0days","ID3","max_Angle__left__front__shoulder_ellbow_wrist",86.3177441922667,"angles_horizontal_sidePersp"
"849","0days_Mouse_ID3","0days","ID3","max_Angle__right__front__ellbow_wrist_toetip",104.352604285641,"angles_horizontal_sidePersp"
"850","0days_Mouse_ID3","0days","ID3","max_Angle__right__front__shoulder_ellbow_wrist",100.682431553123,"angles_horizontal_sidePersp"
"851","3days_Mouse_ID3","3days","ID3","max_Angle__left__back__hip_ankle_toe",103.991284594503,"angles_horizontal_sidePersp"
"852","3days_Mouse_ID3","3days","ID3","max_Angle__left__back__iliac_hip_ankle",111.857135323386,"angles_horizontal_sidePersp"
"853","3days_Mouse_ID3","3days","ID3","max_Angle__right__back__hip_ankle_toe",94.5299972982251,"angles_horizontal_sidePersp"
"854","3days_Mouse_ID3","3days","ID3","max_Angle__right__back__iliac_hip_ankle",118.194380015807,"angles_horizontal_sidePersp"
"855","3days_Mouse_ID3","3days","ID3","max_Angle__left__front__ellbow_wrist_toetip",105.624321660779,"angles_horizontal_sidePersp"
"856","3days_Mouse_ID3","3days","ID3","max_Angle__left__front__shoulder_ellbow_wrist",91.9163353166613,"angles_horizontal_sidePersp"
"857","3days_Mouse_ID3","3days","ID3","max_Angle__right__front__ellbow_wrist_toetip",90.0817505511157,"angles_horizontal_sidePersp"
"858","3days_Mouse_ID3","3days","ID3","max_Angle__right__front__shoulder_ellbow_wrist",101.931713297858,"angles_horizontal_sidePersp"
"859","0days_Mouse_ID4","0days","ID4","max_Angle__left__back__hip_ankle_toe",120.213687270733,"angles_horizontal_sidePersp"
"860","0days_Mouse_ID4","0days","ID4","max_Angle__left__back__iliac_hip_ankle",111.115622870012,"angles_horizontal_sidePersp"
"861","0days_Mouse_ID4","0days","ID4","max_Angle__right__back__hip_ankle_toe",113.177379176931,"angles_horizontal_sidePersp"
"862","0days_Mouse_ID4","0days","ID4","max_Angle__right__back__iliac_hip_ankle",115.644479004307,"angles_horizontal_sidePersp"
"863","0days_Mouse_ID4","0days","ID4","max_Angle__left__front__ellbow_wrist_toetip",109.635579626207,"angles_horizontal_sidePersp"
"864","0days_Mouse_ID4","0days","ID4","max_Angle__left__front__shoulder_ellbow_wrist",85.0072813669105,"angles_horizontal_sidePersp"
"865","0days_Mouse_ID4","0days","ID4","max_Angle__right__front__ellbow_wrist_toetip",108.155669820328,"angles_horizontal_sidePersp"
"866","0days_Mouse_ID4","0days","ID4","max_Angle__right__front__shoulder_ellbow_wrist",90.9098452359089,"angles_horizontal_sidePersp"
"867","3days_Mouse_ID4","3days","ID4","max_Angle__left__back__hip_ankle_toe",58.8905688216006,"angles_horizontal_sidePersp"
"868","3days_Mouse_ID4","3days","ID4","max_Angle__left__back__iliac_hip_ankle",126.948910152296,"angles_horizontal_sidePersp"
"869","3days_Mouse_ID4","3days","ID4","max_Angle__right__back__hip_ankle_toe",48.4511662612775,"angles_horizontal_sidePersp"
"870","3days_Mouse_ID4","3days","ID4","max_Angle__right__back__iliac_hip_ankle",121.17768185013,"angles_horizontal_sidePersp"
"871","3days_Mouse_ID4","3days","ID4","max_Angle__left__front__ellbow_wrist_toetip",83.4227677406917,"angles_horizontal_sidePersp"
"872","3days_Mouse_ID4","3days","ID4","max_Angle__left__front__shoulder_ellbow_wrist",83.7010875499388,"angles_horizontal_sidePersp"
"873","3days_Mouse_ID4","3days","ID4","max_Angle__right__front__ellbow_wrist_toetip",77.0304803487796,"angles_horizontal_sidePersp"
"874","3days_Mouse_ID4","3days","ID4","max_Angle__right__front__shoulder_ellbow_wrist",93.1827089989961,"angles_horizontal_sidePersp"
"875","0days_Mouse_ID5","0days","ID5","max_Angle__left__back__hip_ankle_toe",113.000545525469,"angles_horizontal_sidePersp"
"876","0days_Mouse_ID5","0days","ID5","max_Angle__left__back__iliac_hip_ankle",114.003490122664,"angles_horizontal_sidePersp"
"877","0days_Mouse_ID5","0days","ID5","max_Angle__right__back__hip_ankle_toe",102.652858139316,"angles_horizontal_sidePersp"
"878","0days_Mouse_ID5","0days","ID5","max_Angle__right__back__iliac_hip_ankle",114.748581081706,"angles_horizontal_sidePersp"
"879","0days_Mouse_ID5","0days","ID5","max_Angle__left__front__ellbow_wrist_toetip",105.418708259459,"angles_horizontal_sidePersp"
"880","0days_Mouse_ID5","0days","ID5","max_Angle__left__front__shoulder_ellbow_wrist",89.474688312029,"angles_horizontal_sidePersp"
"881","0days_Mouse_ID5","0days","ID5","max_Angle__right__front__ellbow_wrist_toetip",105.016463437267,"angles_horizontal_sidePersp"
"882","0days_Mouse_ID5","0days","ID5","max_Angle__right__front__shoulder_ellbow_wrist",102.397686926322,"angles_horizontal_sidePersp"
"883","3days_Mouse_ID5","3days","ID5","max_Angle__left__back__hip_ankle_toe",107.525629521659,"angles_horizontal_sidePersp"
"884","3days_Mouse_ID5","3days","ID5","max_Angle__left__back__iliac_hip_ankle",109.332320119992,"angles_horizontal_sidePersp"
"885","3days_Mouse_ID5","3days","ID5","max_Angle__right__back__hip_ankle_toe",77.0135498757166,"angles_horizontal_sidePersp"
"886","3days_Mouse_ID5","3days","ID5","max_Angle__right__back__iliac_hip_ankle",118.435757477697,"angles_horizontal_sidePersp"
"887","3days_Mouse_ID5","3days","ID5","max_Angle__left__front__ellbow_wrist_toetip",100.9429719942,"angles_horizontal_sidePersp"
"888","3days_Mouse_ID5","3days","ID5","max_Angle__left__front__shoulder_ellbow_wrist",85.9266902317799,"angles_horizontal_sidePersp"
"889","3days_Mouse_ID5","3days","ID5","max_Angle__right__front__ellbow_wrist_toetip",94.5952208098081,"angles_horizontal_sidePersp"
"890","3days_Mouse_ID5","3days","ID5","max_Angle__right__front__shoulder_ellbow_wrist",87.5291251750668,"angles_horizontal_sidePersp"
"891","0days_Mouse_ID6","0days","ID6","max_Angle__left__back__hip_ankle_toe",104.83072270149,"angles_horizontal_sidePersp"
"892","0days_Mouse_ID6","0days","ID6","max_Angle__left__back__iliac_hip_ankle",111.182771500729,"angles_horizontal_sidePersp"
"893","0days_Mouse_ID6","0days","ID6","max_Angle__right__back__hip_ankle_toe",87.1800954083841,"angles_horizontal_sidePersp"
"894","0days_Mouse_ID6","0days","ID6","max_Angle__right__back__iliac_hip_ankle",114.0708252458,"angles_horizontal_sidePersp"
"895","0days_Mouse_ID6","0days","ID6","max_Angle__left__front__ellbow_wrist_toetip",110.620333814534,"angles_horizontal_sidePersp"
"896","0days_Mouse_ID6","0days","ID6","max_Angle__left__front__shoulder_ellbow_wrist",91.1033838306479,"angles_horizontal_sidePersp"
"897","0days_Mouse_ID6","0days","ID6","max_Angle__right__front__ellbow_wrist_toetip",97.3959082195185,"angles_horizontal_sidePersp"
"898","0days_Mouse_ID6","0days","ID6","max_Angle__right__front__shoulder_ellbow_wrist",100.189221032413,"angles_horizontal_sidePersp"
"899","0days_Mouse_ID1","0days","ID1","min_Angle__left__back__hip_ankle_toe",143.732457315784,"angles_horizontal_sidePersp"
"900","0days_Mouse_ID1","0days","ID1","min_Angle__left__back__iliac_hip_ankle",170.184134491092,"angles_horizontal_sidePersp"
"901","0days_Mouse_ID1","0days","ID1","min_Angle__right__back__hip_ankle_toe",132.66247850127,"angles_horizontal_sidePersp"
"902","0days_Mouse_ID1","0days","ID1","min_Angle__right__back__iliac_hip_ankle",169.09647659059,"angles_horizontal_sidePersp"
"903","0days_Mouse_ID1","0days","ID1","min_Angle__left__front__ellbow_wrist_toetip",177.716024320443,"angles_horizontal_sidePersp"
"904","0days_Mouse_ID1","0days","ID1","min_Angle__left__front__shoulder_ellbow_wrist",159.927595786292,"angles_horizontal_sidePersp"
"905","0days_Mouse_ID1","0days","ID1","min_Angle__right__front__ellbow_wrist_toetip",167.538626214216,"angles_horizontal_sidePersp"
"906","0days_Mouse_ID1","0days","ID1","min_Angle__right__front__shoulder_ellbow_wrist",158.838530551012,"angles_horizontal_sidePersp"
"907","3days_Mouse_ID1","3days","ID1","min_Angle__left__back__hip_ankle_toe",136.911419491835,"angles_horizontal_sidePersp"
"908","3days_Mouse_ID1","3days","ID1","min_Angle__left__back__iliac_hip_ankle",184.108515759975,"angles_horizontal_sidePersp"
"909","3days_Mouse_ID1","3days","ID1","min_Angle__right__back__hip_ankle_toe",116.05639432622,"angles_horizontal_sidePersp"
"910","3days_Mouse_ID1","3days","ID1","min_Angle__right__back__iliac_hip_ankle",177.915208816864,"angles_horizontal_sidePersp"
"911","3days_Mouse_ID1","3days","ID1","min_Angle__left__front__ellbow_wrist_toetip",167.236880402154,"angles_horizontal_sidePersp"
"912","3days_Mouse_ID1","3days","ID1","min_Angle__left__front__shoulder_ellbow_wrist",174.488147779769,"angles_horizontal_sidePersp"
"913","3days_Mouse_ID1","3days","ID1","min_Angle__right__front__ellbow_wrist_toetip",165.790432976489,"angles_horizontal_sidePersp"
"914","3days_Mouse_ID1","3days","ID1","min_Angle__right__front__shoulder_ellbow_wrist",171.435069893224,"angles_horizontal_sidePersp"
"915","0days_Mouse_ID2","0days","ID2","min_Angle__left__back__hip_ankle_toe",142.342964926738,"angles_horizontal_sidePersp"
"916","0days_Mouse_ID2","0days","ID2","min_Angle__left__back__iliac_hip_ankle",179.324947663716,"angles_horizontal_sidePersp"
"917","0days_Mouse_ID2","0days","ID2","min_Angle__right__back__hip_ankle_toe",118.93798766846,"angles_horizontal_sidePersp"
"918","0days_Mouse_ID2","0days","ID2","min_Angle__right__back__iliac_hip_ankle",173.847825175745,"angles_horizontal_sidePersp"
"919","0days_Mouse_ID2","0days","ID2","min_Angle__left__front__ellbow_wrist_toetip",169.66099300138,"angles_horizontal_sidePersp"
"920","0days_Mouse_ID2","0days","ID2","min_Angle__left__front__shoulder_ellbow_wrist",152.672419110457,"angles_horizontal_sidePersp"
"921","0days_Mouse_ID2","0days","ID2","min_Angle__right__front__ellbow_wrist_toetip",164.669071061574,"angles_horizontal_sidePersp"
"922","0days_Mouse_ID2","0days","ID2","min_Angle__right__front__shoulder_ellbow_wrist",151.885629035633,"angles_horizontal_sidePersp"
"923","3days_Mouse_ID2","3days","ID2","min_Angle__left__back__hip_ankle_toe",143.813686671993,"angles_horizontal_sidePersp"
"924","3days_Mouse_ID2","3days","ID2","min_Angle__left__back__iliac_hip_ankle",168.693465807823,"angles_horizontal_sidePersp"
"925","3days_Mouse_ID2","3days","ID2","min_Angle__right__back__hip_ankle_toe",127.638514462976,"angles_horizontal_sidePersp"
"926","3days_Mouse_ID2","3days","ID2","min_Angle__right__back__iliac_hip_ankle",175.828324400899,"angles_horizontal_sidePersp"
"927","3days_Mouse_ID2","3days","ID2","min_Angle__left__front__ellbow_wrist_toetip",168.194591209017,"angles_horizontal_sidePersp"
"928","3days_Mouse_ID2","3days","ID2","min_Angle__left__front__shoulder_ellbow_wrist",171.091221092349,"angles_horizontal_sidePersp"
"929","3days_Mouse_ID2","3days","ID2","min_Angle__right__front__ellbow_wrist_toetip",167.24231514895,"angles_horizontal_sidePersp"
"930","3days_Mouse_ID2","3days","ID2","min_Angle__right__front__shoulder_ellbow_wrist",174.625618481446,"angles_horizontal_sidePersp"
"931","0days_Mouse_ID3","0days","ID3","min_Angle__left__back__hip_ankle_toe",133.355880427381,"angles_horizontal_sidePersp"
"932","0days_Mouse_ID3","0days","ID3","min_Angle__left__back__iliac_hip_ankle",164.673745204541,"angles_horizontal_sidePersp"
"933","0days_Mouse_ID3","0days","ID3","min_Angle__right__back__hip_ankle_toe",123.324037044916,"angles_horizontal_sidePersp"
"934","0days_Mouse_ID3","0days","ID3","min_Angle__right__back__iliac_hip_ankle",161.810523218868,"angles_horizontal_sidePersp"
"935","0days_Mouse_ID3","0days","ID3","min_Angle__left__front__ellbow_wrist_toetip",173.15989959231,"angles_horizontal_sidePersp"
"936","0days_Mouse_ID3","0days","ID3","min_Angle__left__front__shoulder_ellbow_wrist",154.950110590728,"angles_horizontal_sidePersp"
"937","0days_Mouse_ID3","0days","ID3","min_Angle__right__front__ellbow_wrist_toetip",161.753792858352,"angles_horizontal_sidePersp"
"938","0days_Mouse_ID3","0days","ID3","min_Angle__right__front__shoulder_ellbow_wrist",158.288612692142,"angles_horizontal_sidePersp"
"939","3days_Mouse_ID3","3days","ID3","min_Angle__left__back__hip_ankle_toe",149.327745486001,"angles_horizontal_sidePersp"
"940","3days_Mouse_ID3","3days","ID3","min_Angle__left__back__iliac_hip_ankle",166.836881251931,"angles_horizontal_sidePersp"
"941","3days_Mouse_ID3","3days","ID3","min_Angle__right__back__hip_ankle_toe",136.727460179821,"angles_horizontal_sidePersp"
"942","3days_Mouse_ID3","3days","ID3","min_Angle__right__back__iliac_hip_ankle",166.501126203316,"angles_horizontal_sidePersp"
"943","3days_Mouse_ID3","3days","ID3","min_Angle__left__front__ellbow_wrist_toetip",185.273652332122,"angles_horizontal_sidePersp"
"944","3days_Mouse_ID3","3days","ID3","min_Angle__left__front__shoulder_ellbow_wrist",170.388917280311,"angles_horizontal_sidePersp"
"945","3days_Mouse_ID3","3days","ID3","min_Angle__right__front__ellbow_wrist_toetip",163.080377796545,"angles_horizontal_sidePersp"
"946","3days_Mouse_ID3","3days","ID3","min_Angle__right__front__shoulder_ellbow_wrist",175.678146524087,"angles_horizontal_sidePersp"
"947","0days_Mouse_ID4","0days","ID4","min_Angle__left__back__hip_ankle_toe",156.71745385782,"angles_horizontal_sidePersp"
"948","0days_Mouse_ID4","0days","ID4","min_Angle__left__back__iliac_hip_ankle",163.991583232569,"angles_horizontal_sidePersp"
"949","0days_Mouse_ID4","0days","ID4","min_Angle__right__back__hip_ankle_toe",151.059371299336,"angles_horizontal_sidePersp"
"950","0days_Mouse_ID4","0days","ID4","min_Angle__right__back__iliac_hip_ankle",158.99811692779,"angles_horizontal_sidePersp"
"951","0days_Mouse_ID4","0days","ID4","min_Angle__left__front__ellbow_wrist_toetip",184.574173805757,"angles_horizontal_sidePersp"
"952","0days_Mouse_ID4","0days","ID4","min_Angle__left__front__shoulder_ellbow_wrist",163.43527516018,"angles_horizontal_sidePersp"
"953","0days_Mouse_ID4","0days","ID4","min_Angle__right__front__ellbow_wrist_toetip",174.591920647186,"angles_horizontal_sidePersp"
"954","0days_Mouse_ID4","0days","ID4","min_Angle__right__front__shoulder_ellbow_wrist",162.465354838954,"angles_horizontal_sidePersp"
"955","3days_Mouse_ID4","3days","ID4","min_Angle__left__back__hip_ankle_toe",148.504142829296,"angles_horizontal_sidePersp"
"956","3days_Mouse_ID4","3days","ID4","min_Angle__left__back__iliac_hip_ankle",176.454711813956,"angles_horizontal_sidePersp"
"957","3days_Mouse_ID4","3days","ID4","min_Angle__right__back__hip_ankle_toe",120.486686203101,"angles_horizontal_sidePersp"
"958","3days_Mouse_ID4","3days","ID4","min_Angle__right__back__iliac_hip_ankle",176.135996994689,"angles_horizontal_sidePersp"
"959","3days_Mouse_ID4","3days","ID4","min_Angle__left__front__ellbow_wrist_toetip",162.733048525771,"angles_horizontal_sidePersp"
"960","3days_Mouse_ID4","3days","ID4","min_Angle__left__front__shoulder_ellbow_wrist",173.689501468774,"angles_horizontal_sidePersp"
"961","3days_Mouse_ID4","3days","ID4","min_Angle__right__front__ellbow_wrist_toetip",166.496753071631,"angles_horizontal_sidePersp"
"962","3days_Mouse_ID4","3days","ID4","min_Angle__right__front__shoulder_ellbow_wrist",179.069464196971,"angles_horizontal_sidePersp"
"963","0days_Mouse_ID5","0days","ID5","min_Angle__left__back__hip_ankle_toe",149.172169396217,"angles_horizontal_sidePersp"
"964","0days_Mouse_ID5","0days","ID5","min_Angle__left__back__iliac_hip_ankle",165.729762833404,"angles_horizontal_sidePersp"
"965","0days_Mouse_ID5","0days","ID5","min_Angle__right__back__hip_ankle_toe",145.806536600212,"angles_horizontal_sidePersp"
"966","0days_Mouse_ID5","0days","ID5","min_Angle__right__back__iliac_hip_ankle",163.092444401746,"angles_horizontal_sidePersp"
"967","0days_Mouse_ID5","0days","ID5","min_Angle__left__front__ellbow_wrist_toetip",189.253087181456,"angles_horizontal_sidePersp"
"968","0days_Mouse_ID5","0days","ID5","min_Angle__left__front__shoulder_ellbow_wrist",168.300437241484,"angles_horizontal_sidePersp"
"969","0days_Mouse_ID5","0days","ID5","min_Angle__right__front__ellbow_wrist_toetip",167.293600822914,"angles_horizontal_sidePersp"
"970","0days_Mouse_ID5","0days","ID5","min_Angle__right__front__shoulder_ellbow_wrist",172.083683729846,"angles_horizontal_sidePersp"
