"","full_id","day","mouse","Measure","Value","ParameterGroup"
"971","3days_Mouse_ID5","3days","ID5","min_Angle__left__back__hip_ankle_toe",151.727016399578,"angles_horizontal_sidePersp"
"972","3days_Mouse_ID5","3days","ID5","min_Angle__left__back__iliac_hip_ankle",174.815604012967,"angles_horizontal_sidePersp"
"973","3days_Mouse_ID5","3days","ID5","min_Angle__right__back__hip_ankle_toe",132.637952047149,"angles_horizontal_sidePersp"
"974","3days_Mouse_ID5","3days","ID5","min_Angle__right__back__iliac_hip_ankle",166.199831335567,"angles_horizontal_sidePersp"
"975","3days_Mouse_ID5","3days","ID5","min_Angle__left__front__ellbow_wrist_toetip",181.053771624914,"angles_horizontal_sidePersp"
"976","3days_Mouse_ID5","3days","ID5","min_Angle__left__front__shoulder_ellbow_wrist",163.013921432841,"angles_horizontal_sidePersp"
"977","3days_Mouse_ID5","3days","ID5","min_Angle__right__front__ellbow_wrist_toetip",168.854436843398,"angles_horizontal_sidePersp"
"978","3days_Mouse_ID5","3days","ID5","min_Angle__right__front__shoulder_ellbow_wrist",172.422043795818,"angles_horizontal_sidePersp"
"979","0days_Mouse_ID6","0days","ID6","min_Angle__left__back__hip_ankle_toe",148.010520722078,"angles_horizontal_sidePersp"
"980","0days_Mouse_ID6","0days","ID6","min_Angle__left__back__iliac_hip_ankle",175.680898864225,"angles_horizontal_sidePersp"
"981","0days_Mouse_ID6","0days","ID6","min_Angle__right__back__hip_ankle_toe",129.051309859528,"angles_horizontal_sidePersp"
"982","0days_Mouse_ID6","0days","ID6","min_Angle__right__back__iliac_hip_ankle",160.260172238728,"angles_horizontal_sidePersp"
"983","0days_Mouse_ID6","0days","ID6","min_Angle__left__front__ellbow_wrist_toetip",190.521215357117,"angles_horizontal_sidePersp"
"984","0days_Mouse_ID6","0days","ID6","min_Angle__left__front__shoulder_ellbow_wrist",165.72067282716,"angles_horizontal_sidePersp"
"985","0days_Mouse_ID6","0days","ID6","min_Angle__right__front__ellbow_wrist_toetip",170.865560144429,"angles_horizontal_sidePersp"
"986","0days_Mouse_ID6","0days","ID6","min_Angle__right__front__shoulder_ellbow_wrist",172.173398661893,"angles_horizontal_sidePersp"
"987","0days_Mouse_ID1","0days","ID1","avg_Angle__left__back__hip_ankle_toe",124.416374344867,"angles_horizontal_sidePersp"
"988","0days_Mouse_ID1","0days","ID1","avg_Angle__left__back__iliac_hip_ankle",137.702366222788,"angles_horizontal_sidePersp"
"989","0days_Mouse_ID1","0days","ID1","avg_Angle__right__back__hip_ankle_toe",119.883453527984,"angles_horizontal_sidePersp"
"990","0days_Mouse_ID1","0days","ID1","avg_Angle__right__back__iliac_hip_ankle",147.60698077281,"angles_horizontal_sidePersp"
"991","0days_Mouse_ID1","0days","ID1","avg_Angle__left__front__ellbow_wrist_toetip",141.756266985235,"angles_horizontal_sidePersp"
"992","0days_Mouse_ID1","0days","ID1","avg_Angle__left__front__shoulder_ellbow_wrist",115.831591697337,"angles_horizontal_sidePersp"
"993","0days_Mouse_ID1","0days","ID1","avg_Angle__right__front__ellbow_wrist_toetip",138.486584713703,"angles_horizontal_sidePersp"
"994","0days_Mouse_ID1","0days","ID1","avg_Angle__right__front__shoulder_ellbow_wrist",123.563184454767,"angles_horizontal_sidePersp"
"995","3days_Mouse_ID1","3days","ID1","avg_Angle__left__back__hip_ankle_toe",101.440244374348,"angles_horizontal_sidePersp"
"996","3days_Mouse_ID1","3days","ID1","avg_Angle__left__back__iliac_hip_ankle",164.497310464587,"angles_horizontal_sidePersp"
"997","3days_Mouse_ID1","3days","ID1","avg_Angle__right__back__hip_ankle_toe",100.621838909884,"angles_horizontal_sidePersp"
"998","3days_Mouse_ID1","3days","ID1","avg_Angle__right__back__iliac_hip_ankle",154.766434789172,"angles_horizontal_sidePersp"
"999","3days_Mouse_ID1","3days","ID1","avg_Angle__left__front__ellbow_wrist_toetip",135.163429410767,"angles_horizontal_sidePersp"
"1000","3days_Mouse_ID1","3days","ID1","avg_Angle__left__front__shoulder_ellbow_wrist",122.783405212761,"angles_horizontal_sidePersp"
"1001","3days_Mouse_ID1","3days","ID1","avg_Angle__right__front__ellbow_wrist_toetip",128.061503527663,"angles_horizontal_sidePersp"
"1002","3days_Mouse_ID1","3days","ID1","avg_Angle__right__front__shoulder_ellbow_wrist",128.727707422837,"angles_horizontal_sidePersp"
"1003","0days_Mouse_ID2","0days","ID2","avg_Angle__left__back__hip_ankle_toe",109.722367626656,"angles_horizontal_sidePersp"
"1004","0days_Mouse_ID2","0days","ID2","avg_Angle__left__back__iliac_hip_ankle",162.343023555272,"angles_horizontal_sidePersp"
"1005","0days_Mouse_ID2","0days","ID2","avg_Angle__right__back__hip_ankle_toe",106.736439003271,"angles_horizontal_sidePersp"
"1006","0days_Mouse_ID2","0days","ID2","avg_Angle__right__back__iliac_hip_ankle",148.651115020132,"angles_horizontal_sidePersp"
"1007","0days_Mouse_ID2","0days","ID2","avg_Angle__left__front__ellbow_wrist_toetip",138.385496471413,"angles_horizontal_sidePersp"
"1008","0days_Mouse_ID2","0days","ID2","avg_Angle__left__front__shoulder_ellbow_wrist",115.38085599239,"angles_horizontal_sidePersp"
"1009","0days_Mouse_ID2","0days","ID2","avg_Angle__right__front__ellbow_wrist_toetip",137.954302986314,"angles_horizontal_sidePersp"
"1010","0days_Mouse_ID2","0days","ID2","avg_Angle__right__front__shoulder_ellbow_wrist",116.736315543707,"angles_horizontal_sidePersp"
"1011","3days_Mouse_ID2","3days","ID2","avg_Angle__left__back__hip_ankle_toe",120.502352579662,"angles_horizontal_sidePersp"
"1012","3days_Mouse_ID2","3days","ID2","avg_Angle__left__back__iliac_hip_ankle",140.349003261871,"angles_horizontal_sidePersp"
"1013","3days_Mouse_ID2","3days","ID2","avg_Angle__right__back__hip_ankle_toe",108.207137675692,"angles_horizontal_sidePersp"
"1014","3days_Mouse_ID2","3days","ID2","avg_Angle__right__back__iliac_hip_ankle",151.476094222368,"angles_horizontal_sidePersp"
"1015","3days_Mouse_ID2","3days","ID2","avg_Angle__left__front__ellbow_wrist_toetip",137.402020244697,"angles_horizontal_sidePersp"
"1016","3days_Mouse_ID2","3days","ID2","avg_Angle__left__front__shoulder_ellbow_wrist",125.952983030998,"angles_horizontal_sidePersp"
"1017","3days_Mouse_ID2","3days","ID2","avg_Angle__right__front__ellbow_wrist_toetip",131.416310373794,"angles_horizontal_sidePersp"
"1018","3days_Mouse_ID2","3days","ID2","avg_Angle__right__front__shoulder_ellbow_wrist",135.970753367836,"angles_horizontal_sidePersp"
"1019","0days_Mouse_ID3","0days","ID3","avg_Angle__left__back__hip_ankle_toe",112.405968516526,"angles_horizontal_sidePersp"
"1020","0days_Mouse_ID3","0days","ID3","avg_Angle__left__back__iliac_hip_ankle",143.833059956206,"angles_horizontal_sidePersp"
"1021","0days_Mouse_ID3","0days","ID3","avg_Angle__right__back__hip_ankle_toe",107.709500748309,"angles_horizontal_sidePersp"
"1022","0days_Mouse_ID3","0days","ID3","avg_Angle__right__back__iliac_hip_ankle",144.830147886722,"angles_horizontal_sidePersp"
"1023","0days_Mouse_ID3","0days","ID3","avg_Angle__left__front__ellbow_wrist_toetip",145.607558835468,"angles_horizontal_sidePersp"
"1024","0days_Mouse_ID3","0days","ID3","avg_Angle__left__front__shoulder_ellbow_wrist",122.035424939084,"angles_horizontal_sidePersp"
"1025","0days_Mouse_ID3","0days","ID3","avg_Angle__right__front__ellbow_wrist_toetip",141.368266255018,"angles_horizontal_sidePersp"
"1026","0days_Mouse_ID3","0days","ID3","avg_Angle__right__front__shoulder_ellbow_wrist",130.387357099615,"angles_horizontal_sidePersp"
"1027","3days_Mouse_ID3","3days","ID3","avg_Angle__left__back__hip_ankle_toe",123.845880880891,"angles_horizontal_sidePersp"
"1028","3days_Mouse_ID3","3days","ID3","avg_Angle__left__back__iliac_hip_ankle",143.378022886874,"angles_horizontal_sidePersp"
"1029","3days_Mouse_ID3","3days","ID3","avg_Angle__right__back__hip_ankle_toe",119.673201280744,"angles_horizontal_sidePersp"
"1030","3days_Mouse_ID3","3days","ID3","avg_Angle__right__back__iliac_hip_ankle",149.727124570237,"angles_horizontal_sidePersp"
"1031","3days_Mouse_ID3","3days","ID3","avg_Angle__left__front__ellbow_wrist_toetip",148.692428299085,"angles_horizontal_sidePersp"
"1032","3days_Mouse_ID3","3days","ID3","avg_Angle__left__front__shoulder_ellbow_wrist",128.411583222525,"angles_horizontal_sidePersp"
"1033","3days_Mouse_ID3","3days","ID3","avg_Angle__right__front__ellbow_wrist_toetip",131.04590920196,"angles_horizontal_sidePersp"
"1034","3days_Mouse_ID3","3days","ID3","avg_Angle__right__front__shoulder_ellbow_wrist",137.301169387331,"angles_horizontal_sidePersp"
"1035","0days_Mouse_ID4","0days","ID4","avg_Angle__left__back__hip_ankle_toe",137.993476863843,"angles_horizontal_sidePersp"
"1036","0days_Mouse_ID4","0days","ID4","avg_Angle__left__back__iliac_hip_ankle",138.140641521749,"angles_horizontal_sidePersp"
"1037","0days_Mouse_ID4","0days","ID4","avg_Angle__right__back__hip_ankle_toe",133.751240977117,"angles_horizontal_sidePersp"
"1038","0days_Mouse_ID4","0days","ID4","avg_Angle__right__back__iliac_hip_ankle",139.435488612647,"angles_horizontal_sidePersp"
"1039","0days_Mouse_ID4","0days","ID4","avg_Angle__left__front__ellbow_wrist_toetip",149.122468504506,"angles_horizontal_sidePersp"
"1040","0days_Mouse_ID4","0days","ID4","avg_Angle__left__front__shoulder_ellbow_wrist",123.748537720375,"angles_horizontal_sidePersp"
"1041","0days_Mouse_ID4","0days","ID4","avg_Angle__right__front__ellbow_wrist_toetip",145.64814103156,"angles_horizontal_sidePersp"
"1042","0days_Mouse_ID4","0days","ID4","avg_Angle__right__front__shoulder_ellbow_wrist",125.492777378381,"angles_horizontal_sidePersp"
"1043","3days_Mouse_ID4","3days","ID4","avg_Angle__left__back__hip_ankle_toe",115.851343585417,"angles_horizontal_sidePersp"
"1044","3days_Mouse_ID4","3days","ID4","avg_Angle__left__back__iliac_hip_ankle",159.663068546465,"angles_horizontal_sidePersp"
"1045","3days_Mouse_ID4","3days","ID4","avg_Angle__right__back__hip_ankle_toe",98.5211914603156,"angles_horizontal_sidePersp"
"1046","3days_Mouse_ID4","3days","ID4","avg_Angle__right__back__iliac_hip_ankle",153.504389562992,"angles_horizontal_sidePersp"
"1047","3days_Mouse_ID4","3days","ID4","avg_Angle__left__front__ellbow_wrist_toetip",124.982945976744,"angles_horizontal_sidePersp"
"1048","3days_Mouse_ID4","3days","ID4","avg_Angle__left__front__shoulder_ellbow_wrist",128.081482297485,"angles_horizontal_sidePersp"
"1049","3days_Mouse_ID4","3days","ID4","avg_Angle__right__front__ellbow_wrist_toetip",124.845110202608,"angles_horizontal_sidePersp"
"1050","3days_Mouse_ID4","3days","ID4","avg_Angle__right__front__shoulder_ellbow_wrist",135.302145307006,"angles_horizontal_sidePersp"
"1051","0days_Mouse_ID5","0days","ID5","avg_Angle__left__back__hip_ankle_toe",132.78162387864,"angles_horizontal_sidePersp"
"1052","0days_Mouse_ID5","0days","ID5","avg_Angle__left__back__iliac_hip_ankle",140.843446863902,"angles_horizontal_sidePersp"
"1053","0days_Mouse_ID5","0days","ID5","avg_Angle__right__back__hip_ankle_toe",128.861102638737,"angles_horizontal_sidePersp"
"1054","0days_Mouse_ID5","0days","ID5","avg_Angle__right__back__iliac_hip_ankle",143.843906345745,"angles_horizontal_sidePersp"
"1055","0days_Mouse_ID5","0days","ID5","avg_Angle__left__front__ellbow_wrist_toetip",148.984738138794,"angles_horizontal_sidePersp"
"1056","0days_Mouse_ID5","0days","ID5","avg_Angle__left__front__shoulder_ellbow_wrist",126.691985955748,"angles_horizontal_sidePersp"
"1057","0days_Mouse_ID5","0days","ID5","avg_Angle__right__front__ellbow_wrist_toetip",140.838805110451,"angles_horizontal_sidePersp"
"1058","0days_Mouse_ID5","0days","ID5","avg_Angle__right__front__shoulder_ellbow_wrist",133.684177211643,"angles_horizontal_sidePersp"
"1059","3days_Mouse_ID5","3days","ID5","avg_Angle__left__back__hip_ankle_toe",130.379742152403,"angles_horizontal_sidePersp"
"1060","3days_Mouse_ID5","3days","ID5","avg_Angle__left__back__iliac_hip_ankle",144.236131972989,"angles_horizontal_sidePersp"
"1061","3days_Mouse_ID5","3days","ID5","avg_Angle__right__back__hip_ankle_toe",111.462823561309,"angles_horizontal_sidePersp"
"1062","3days_Mouse_ID5","3days","ID5","avg_Angle__right__back__iliac_hip_ankle",146.668448935551,"angles_horizontal_sidePersp"
"1063","3days_Mouse_ID5","3days","ID5","avg_Angle__left__front__ellbow_wrist_toetip",142.258397419311,"angles_horizontal_sidePersp"
"1064","3days_Mouse_ID5","3days","ID5","avg_Angle__left__front__shoulder_ellbow_wrist",123.987490586175,"angles_horizontal_sidePersp"
"1065","3days_Mouse_ID5","3days","ID5","avg_Angle__right__front__ellbow_wrist_toetip",136.495732783281,"angles_horizontal_sidePersp"
"1066","3days_Mouse_ID5","3days","ID5","avg_Angle__right__front__shoulder_ellbow_wrist",133.545917127144,"angles_horizontal_sidePersp"
"1067","0days_Mouse_ID6","0days","ID6","avg_Angle__left__back__hip_ankle_toe",128.326426805129,"angles_horizontal_sidePersp"
"1068","0days_Mouse_ID6","0days","ID6","avg_Angle__left__back__iliac_hip_ankle",146.072286797761,"angles_horizontal_sidePersp"
"1069","0days_Mouse_ID6","0days","ID6","avg_Angle__right__back__hip_ankle_toe",112.733654774566,"angles_horizontal_sidePersp"
"1070","0days_Mouse_ID6","0days","ID6","avg_Angle__right__back__iliac_hip_ankle",140.687319700784,"angles_horizontal_sidePersp"
"1071","0days_Mouse_ID6","0days","ID6","avg_Angle__left__front__ellbow_wrist_toetip",150.126514432241,"angles_horizontal_sidePersp"
"1072","0days_Mouse_ID6","0days","ID6","avg_Angle__left__front__shoulder_ellbow_wrist",130.833887892214,"angles_horizontal_sidePersp"
"1073","0days_Mouse_ID6","0days","ID6","avg_Angle__right__front__ellbow_wrist_toetip",140.533435335219,"angles_horizontal_sidePersp"
"1074","0days_Mouse_ID6","0days","ID6","avg_Angle__right__front__shoulder_ellbow_wrist",135.755616813989,"angles_horizontal_sidePersp"
"1075","0days_Mouse_ID1","0days","ID1","left__back__seconds",0.283333333333333,"duration_step_sidePersp"
"1076","0days_Mouse_ID1","0days","ID1","left__front__seconds",0.266666666666667,"duration_step_sidePersp"
"1077","0days_Mouse_ID1","0days","ID1","right__back__seconds",0.266666666666667,"duration_step_sidePersp"
"1078","0days_Mouse_ID1","0days","ID1","right__front__seconds",0.283333333333333,"duration_step_sidePersp"
"1079","0days_Mouse_ID2","0days","ID2","left__back__seconds",0.341666666666667,"duration_step_sidePersp"
"1080","0days_Mouse_ID2","0days","ID2","left__front__seconds",0.383333333333333,"duration_step_sidePersp"
"1081","0days_Mouse_ID2","0days","ID2","right__back__seconds",0.366666666666667,"duration_step_sidePersp"
"1082","0days_Mouse_ID2","0days","ID2","right__front__seconds",0.333333333333333,"duration_step_sidePersp"
"1083","0days_Mouse_ID3","0days","ID3","left__back__seconds",0.283333333333333,"duration_step_sidePersp"
"1084","0days_Mouse_ID3","0days","ID3","left__front__seconds",0.25,"duration_step_sidePersp"
"1085","0days_Mouse_ID3","0days","ID3","right__back__seconds",0.35,"duration_step_sidePersp"
"1086","0days_Mouse_ID3","0days","ID3","right__front__seconds",0.266666666666667,"duration_step_sidePersp"
"1087","0days_Mouse_ID4","0days","ID4","left__back__seconds",0.275,"duration_step_sidePersp"
"1088","0days_Mouse_ID4","0days","ID4","left__front__seconds",0.25,"duration_step_sidePersp"
"1089","0days_Mouse_ID4","0days","ID4","right__back__seconds",0.25,"duration_step_sidePersp"
"1090","0days_Mouse_ID4","0days","ID4","right__front__seconds",0.25,"duration_step_sidePersp"
"1091","0days_Mouse_ID5","0days","ID5","left__back__seconds",0.25,"duration_step_sidePersp"
"1092","0days_Mouse_ID5","0days","ID5","left__front__seconds",0.266666666666667,"duration_step_sidePersp"
"1093","0days_Mouse_ID5","0days","ID5","right__back__seconds",0.25,"duration_step_sidePersp"
"1094","0days_Mouse_ID5","0days","ID5","right__front__seconds",0.25,"duration_step_sidePersp"
"1095","0days_Mouse_ID6","0days","ID6","left__back__seconds",0.241666666666667,"duration_step_sidePersp"
"1096","0days_Mouse_ID6","0days","ID6","left__front__seconds",0.183333333333333,"duration_step_sidePersp"
"1097","0days_Mouse_ID6","0days","ID6","right__back__seconds",0.241666666666667,"duration_step_sidePersp"
"1098","0days_Mouse_ID6","0days","ID6","right__front__seconds",0.25,"duration_step_sidePersp"
"1099","3days_Mouse_ID1","3days","ID1","left__back__seconds",0.416666666666667,"duration_step_sidePersp"
"1100","3days_Mouse_ID1","3days","ID1","left__front__seconds",0.45,"duration_step_sidePersp"
"1101","3days_Mouse_ID1","3days","ID1","right__back__seconds",0.433333333333333,"duration_step_sidePersp"
"1102","3days_Mouse_ID1","3days","ID1","right__front__seconds",0.441666666666667,"duration_step_sidePersp"
"1103","3days_Mouse_ID2","3days","ID2","left__back__seconds",0.283333333333333,"duration_step_sidePersp"
"1104","3days_Mouse_ID2","3days","ID2","left__front__seconds",0.3,"duration_step_sidePersp"
"1105","3days_Mouse_ID2","3days","ID2","right__back__seconds",0.3,"duration_step_sidePersp"
"1106","3days_Mouse_ID2","3days","ID2","right__front__seconds",0.283333333333333,"duration_step_sidePersp"
"1107","3days_Mouse_ID3","3days","ID3","left__back__seconds",0.266666666666667,"duration_step_sidePersp"
"1108","3days_Mouse_ID3","3days","ID3","left__front__seconds",0.266666666666667,"duration_step_sidePersp"
"1109","3days_Mouse_ID3","3days","ID3","right__back__seconds",0.275,"duration_step_sidePersp"
"1110","3days_Mouse_ID3","3days","ID3","right__front__seconds",0.266666666666667,"duration_step_sidePersp"
"1111","3days_Mouse_ID4","3days","ID4","left__back__seconds",0.416666666666667,"duration_step_sidePersp"
"1112","3days_Mouse_ID4","3days","ID4","left__front__seconds",0.416666666666667,"duration_step_sidePersp"
"1113","3days_Mouse_ID4","3days","ID4","right__back__seconds",0.416666666666667,"duration_step_sidePersp"
"1114","3days_Mouse_ID4","3days","ID4","right__front__seconds",0.383333333333333,"duration_step_sidePersp"
"1115","3days_Mouse_ID5","3days","ID5","left__back__seconds",0.308333333333333,"duration_step_sidePersp"
"1116","3days_Mouse_ID5","3days","ID5","left__front__seconds",0.316666666666667,"duration_step_sidePersp"
"1117","3days_Mouse_ID5","3days","ID5","right__back__seconds",0.308333333333333,"duration_step_sidePersp"
"1118","3days_Mouse_ID5","3days","ID5","right__front__seconds",0.308333333333333,"duration_step_sidePersp"
"1119","0days_Mouse_ID1","0days","ID1","left__back__movement_per_step",130.466332595276,"moement_per_step_sidePersp"
"1120","0days_Mouse_ID1","0days","ID1","right__back__movement_per_step",128.426033548792,"moement_per_step_sidePersp"
"1121","0days_Mouse_ID2","0days","ID2","left__back__movement_per_step",104.723265175307,"moement_per_step_sidePersp"
"1122","0days_Mouse_ID2","0days","ID2","right__back__movement_per_step",114.885558907837,"moement_per_step_sidePersp"
"1123","0days_Mouse_ID3","0days","ID3","left__back__movement_per_step",93.9037683296592,"moement_per_step_sidePersp"
"1124","0days_Mouse_ID3","0days","ID3","right__back__movement_per_step",94.907501635932,"moement_per_step_sidePersp"
"1125","0days_Mouse_ID4","0days","ID4","left__back__movement_per_step",110.049884422977,"moement_per_step_sidePersp"
"1126","0days_Mouse_ID4","0days","ID4","right__back__movement_per_step",99.4099513692781,"moement_per_step_sidePersp"
"1127","0days_Mouse_ID5","0days","ID5","left__back__movement_per_step",112.616835648083,"moement_per_step_sidePersp"
"1128","0days_Mouse_ID5","0days","ID5","right__back__movement_per_step",105.175921981908,"moement_per_step_sidePersp"
"1129","0days_Mouse_ID6","0days","ID6","left__back__movement_per_step",93.7031196977098,"moement_per_step_sidePersp"
"1130","0days_Mouse_ID6","0days","ID6","right__back__movement_per_step",94.9966940155551,"moement_per_step_sidePersp"
"1131","3days_Mouse_ID1","3days","ID1","left__back__movement_per_step",128.685984011024,"moement_per_step_sidePersp"
"1132","3days_Mouse_ID1","3days","ID1","right__back__movement_per_step",129.38327156124,"moement_per_step_sidePersp"
"1133","3days_Mouse_ID2","3days","ID2","left__back__movement_per_step",124.692431540484,"moement_per_step_sidePersp"
"1134","3days_Mouse_ID2","3days","ID2","right__back__movement_per_step",123.273607308456,"moement_per_step_sidePersp"
"1135","3days_Mouse_ID3","3days","ID3","left__back__movement_per_step",119.97449263594,"moement_per_step_sidePersp"
"1136","3days_Mouse_ID3","3days","ID3","right__back__movement_per_step",117.958251845216,"moement_per_step_sidePersp"
"1137","3days_Mouse_ID4","3days","ID4","left__back__movement_per_step",109.1060653569,"moement_per_step_sidePersp"
"1138","3days_Mouse_ID4","3days","ID4","right__back__movement_per_step",109.008962623042,"moement_per_step_sidePersp"
"1139","3days_Mouse_ID5","3days","ID5","left__back__movement_per_step",117.266666687131,"moement_per_step_sidePersp"
"1140","3days_Mouse_ID5","3days","ID5","right__back__movement_per_step",120.363960228318,"moement_per_step_sidePersp"
